UNITID,F1A13_10,F1A18_10,F1B25_10,F1A13_11,F1A18_11,F1B25_11
137315,3486745,75349321,34297677,3907662,73621152,30623447
137351,329103325,1063630190,1022274891,324273122,1068453090,1006089564
137476,,,,,,
137537,,,,,,
137546,,,,,,
137564,,,,,,
137591,,,,,,
137713,,,1877273,,,2566318
137759,30105257,133540169,120278568,34028891,137381354,137869837
137777,,,,,,
137801,,,,,,
137810,,,,,,
137847,,,,,,
137856,,,2557926,,,2434586
137865,,,5751525,,,6887076
137892,,,,,,
137953,,,,,,
137962,,,,,,
138132,,,,,,
138187,18818504,246917237,220296754,23381166,294262328,278685981
138275,,,,,,
138284,,,6235488,,,6441854
138293,,,,,,
138309,,,,,,
138354,24055792,215795540,155893619,25281423,225454221,175103578
138372,,,10603334,,,10514322
138479,,,3743634,,,4479339
138488,,,9310902,,,8893691
138497,,,5503744,,,5784619
138558,51970968,31041238,40735580,51506844,38200511,44740071
138594,,,,,,
138600,,,,,,
138655,,,,,,
138664,,,,,,
138682,1849372,22220231,32765086,4602787,30948514,50255151
138691,6016094,41566779,46040467,37339709,38953609,44079386
138716,38393551,97723159,68127768,37993981,97968208,77069000
138761,,,,,,
138789,83766371,65642541,87220944,115367709,68421492,95248454
138813,,,,,,
138822,,,,,,
138840,1993344,15382383,33679069,3903813,33088148,57409708
138868,,,,,,
138901,2525201,15543874,25598269,1816014,15648112,30474987
138929,,,,,,
138938,,,,,,
138947,,,,,,
138956,1927675,34017427,31123411,2162328,38765935,37746762
138983,40575473,79705720,74986612,39720282,79238477,76188143
139010,4136319,36760933,30234040,25162453,38208234,33728574
139074,,,,,,
139092,,,,,,
139144,,,,,,
139153,,,,,,
139199,,,,,,
139205,,,,,,
139214,,,,,,
139250,2543104,36334227,30050799,18366961,51341600,48842261
139278,2988430,54692559,49647234,4026561,55079210,49165826
139287,,,,,,
139311,52703426,64011309,75652553,83213309,68317833,88188088
139348,,,,,,
139357,1563627,15902973,24732265,1808415,40355378,31898492
139366,72604792,83318369,95469878,104512242,81435601,102282974
139384,5077884,35470499,46055053,3134611,45359980,63035827
139393,,,,,,
139463,9686120,28675407,42690428,9869963,29932224,47854180
139506,,,,,,
139533,,,,,,
139579,,,,,,
139621,2098848,21976117,19953067,3130696,25512054,24051869
139630,,,,,,
139658,,,,,,
139700,3304695,41796308,32525100,3434126,41582474,35331447
139719,72412053,64525276,90768455,90012855,64244634,84906252
139746,,,587399,,,590629
139755,667885837,1156377293,1158535551,656476026,1278529742,1287275593
139764,45877442,44778187,40041278,45489616,47868866,46026661
139773,17327924,41423016,55333567,17150039,39764199,57687528
139861,121890998,65550888,103234005,120526764,67826497,125260908
139904,11036050,44028780,51159385,11634940,65264746,74486745
139931,210668112,297062797,270898234,198011317,309751918,294963765
139940,388295121,504479206,614415443,406063615,531153207,611405447
139959,399183165,1423241715,1258613044,431928698,1487507132,1245450533
139968,37740818,37753393,39443958,37023610,52082608,57073052
139986,1941258,22588815,36375817,2245979,27902871,45978585
139995,,,,,,
140003,,,,,,
140012,6703260,37327585,48043821,11063874,38595865,43087159
140076,1093235,22246809,15156465,,,
140085,1565483,21628436,23083051,1541680,24574191,27187692
140146,,,,,,
140164,156983680,171184800,265630604,217300825,212758734,336193775
140234,,,,,,
140243,3765734,26175006,37757960,2935914,26339807,29511575
140252,,,,,,
140304,1669332,36574423,43652544,1893189,36126535,49341151
140322,6311464,80302171,55012987,17965872,81733329,57019560
140331,5461366,72436472,85703201,13061178,85536077,93379891
140340,,,,,,
140401,151729868,337146810,614145830,165521163,339541079,613098663
140447,,,,,,
140483,66212997,76742871,45697153,66073220,75575352,45260302
140553,,,,,,
140562,,,,,,
140599,1802707,31301045,19565794,1484778,32014574,24001134
140669,53088457,87923387,70934556,111967261,82816656,82166221
140678,1714545,31154484,25236079,1770392,32273517,27210965
140696,,,,,,
140720,,,,,,
140818,,,,,,
140827,,,,,,
140872,,,,,,
140942,2157321,44930482,50579866,2201526,49507554,42363212
140951,,,,,,
140960,58750029,75748255,70401227,59050496,76483121,78651818
140988,,,,,,
140997,17273654,12469204,18877502,32258459,11186932,21392700
141006,1370897,22599384,24814581,1937672,27829062,31358453
141015,,,,,,
141060,,,,,,
141097,63873445,64829593,63779676,101330495,97950267,116326471
141158,742823,24835304,14179519,783742,24555317,14507446
141167,,,,,,
141185,,,,,,
141237,,,,,,
141255,2684966,43322897,40461456,2547215,43544843,43873365
141264,232025303,131688935,171149563,230004146,140709274,180183559
141307,1018517,10658088,10460437,781995,10720001,8874215
141325,,,,,,
141334,129504267,128319439,147260062,130947613,139776988,157607728
141361,,,,,,
141468,,,,,,
141486,,,,,,
141565,44962199,191421086,130447002,44794131,212976320,131872892
141574,475685503,685356332,906333147,641630900,738785620,917141032
141608,,,,,,
141644,,,,,,
141680,5977075,16997311,47643258,5716961,16268057,42459702
141796,10201180,61763778,65862474,9008354,59955372,66528037
141802,2704702,11291364,18080101,2070527,11239579,18070179
141811,9840070,11335340,48743497,10414722,10961838,50242819
141839,6700681,80770455,42957853,4902648,84337984,47643447
141848,,,,,,
141936,,,,,,
141945,,,,,,
141963,267278567,359110739,198596061,440693602,342404885,237770288
141981,22306086,49582709,13073182,78198612,97643118,62397990
141990,3346224,73853886,22822902,3589256,72628580,23925021
142054,,,,,,
142090,,,,,,
142115,291766549,295224780,297253155,286706392,316182725,313364719
142179,1119119,27106758,22631692,1464382,26456308,11979893
142276,103031624,169536346,227949643,100188866,190901906,238219282
142285,208254578,380286428,379064341,204083508,402353832,417165611
142294,,,,,,
142328,16210179,56055093,63783046,15526512,61583161,51279997
142337,,,,,,
142407,,,,,,
142416,,,,,,
142443,26393038,35090162,60421507,15728337,53593536,70061738
142461,,,,,,
142489,,,,,,
142522,,,,,,
142559,9650666,79755764,126349368,11172830,83160436,138673360
142832,,,,,,
142869,,,,,,
142878,,,,,,
142887,,,,,,
143048,,,,,,
143075,,,,,,
143084,,,,,,
143118,,,,,,
143181,,,,,,
143215,75317484,76398542,111891069,85282622,93617146,120300444
143233,,,,,,
143279,32861597,62080343,56610539,28077356,72001700,61121541
143288,,,,,,
143297,,,,,,
143303,,,,,,
143358,,,,,,
143376,,,,,,
143464,,,,,,
143473,,,,,,
143482,,,,,,
143491,,,,,,
143516,,,,,,
143534,,,,,,
143543,,,,,,
143552,,,,,,
143613,39398263,14718079,30486715,40389856,16559556,29068856
143659,,,,,,
143695,,,,,,
143853,,,,,,
143978,,,,,,
144005,39106805,134717190,141435168,35376239,148738043,155376820
144014,,,,,,
144050,,,,,,
144157,,,58009131,,,56508743
144166,,,45167520,,,50489519
144175,,,39635743,,,38276788
144184,,,50974608,,,56538927
144193,,,40669712,,,44380644
144209,,,52329918,,,55739901
144218,,,51742073,,,55873934
144281,,,,,,
144351,,,,,,
144467,,,,,,
144485,,,,,,
144500,164784671,793918693,92778128,182688775,824196424,107775649
144564,4741317,49964501,27020966,6665962,51852966,27824933
144573,,,,,,
144616,,,,,,
144740,,,,,,
144759,,,,,,
144777,,,,,,
144795,,,,,,
144865,331006657,292082346,202512874,314955759,338242193,223863278
144883,,,,,,
144892,179928338,197960707,250917448,170465264,213013735,253706196
144944,165244483,89931176,107131989,235264499,102605171,125979750
144962,,,,,,
144971,,,,,,
145099,,,,,,
145239,,,,,,
145275,,,,,,
145309,,,,,,
145336,48877968,78188998,97702054,44729957,87867001,101895858
145354,,,,,,
145372,,,,,,
145406,,,,,,
145424,,,,,,
145433,,,,,,
145460,,,,,,
145497,,,,,,
145521,15305538,25135631,28226892,16278393,25728776,31612965
145558,,,,,,
145600,1106709542,1109476193,2295448659,1110760557,1236384491,2357592052
145619,,,,,,
145628,,,,,,
145637,1270770067,1399100265,2216452293,1217395740,1674156168,2239838134
145646,,,,,,
145682,100548614,139570933,119423008,93630713,152206508,128187646
145691,,,,,,
145707,,,13189056,,,11966663
145725,,,,,,
145770,,,,,,
145813,178977195,419818204,482055070,182658789,452385725,498072926
145831,13745334,57230625,32371335,13640362,58381386,37174884
145886,,,,,,
146010,,,,,,
146205,33939091,60399091,50750631,33845442,64745338,53513631
146241,,,,,,
146278,17071263,31113092,25627723,16959058,32274442,24869139
146296,199174598,85260671,136679842,207163000,103008072,137572001
146339,,,,,,
146348,21212177,29706469,38314066,20471165,32144957,41389810
146366,32368289,35438849,39976868,32337698,37699990,40275572
146384,,,,,,
146393,,,,,,
146418,29121247,34759038,39214602,34715337,36322746,44864234
146427,,,,,,
146454,,,,,,
146472,109753540,133522359,127373084,113087723,147422439,136067715
146481,,,,,,
146490,,,,,,
146506,35502591,58669972,59188296,32228033,61537509,61969437
146533,,,,,,
146603,130145207,79935782,67782016,126537339,81303075,62916372
146612,,,,,,
146621,,,,,,
146667,,,,,,
146676,,,,,,
146685,74489642,61632918,75032126,76255782,61948509,76850057
146700,,,,,,
146719,,,,,,
146728,,,,,,
146755,,,,,,
146791,,,,,,
146807,,,,,,
146816,,,,,,
146825,,,,,,
146977,,,,,,
147004,38902856,55797690,55594520,36356655,62920109,58332870
147013,,,,,,
147031,,,,,,
147129,,,,,,
147165,,,,,,
147244,,,,,,
147341,,,,,,
147369,,,,,,
147378,114172009,165269305,108037894,116333993,166642662,112406432
147396,,,,,,
147411,16754169,34650644,35663022,16407272,36423381,41250304
147439,,,,,,
147536,,,,,,
147590,,,,,,
147642,,,,,,
147660,,,,,,
147679,,,,,,
147697,,,,,,
147703,238231834,254288466,534540702,375472633,270064780,540787784
147749,,,,,,
147767,,,,,,
147776,50200622,111829457,164733933,55080055,129986200,173170650
147800,81959764,146066951,94051117,117643837,152593241,97988606
147819,,,,,,
147828,,,,,,
147916,87453497,70616832,91803329,85919050,76725718,98211083
147970,,,,,,
148007,26664002,31426254,35355528,27366097,31261903,38874907
148016,,,,,,
148098,,,,,,
148131,,,,,,
148140,,,,,,
148177,,,,,,
148256,21029394,24660756,35383159,21856388,28494520,35324754
148292,18202370,30998057,26958877,23689071,30324753,30108073
148335,,,,,,
148380,109954305,51420664,71639430,114501401,52811548,76760460
148399,,,,,,
148405,,,,,,
148487,,,,,,
148496,,,,,,
148511,,,,,,
148575,,,,,,
148584,,,,,,
148593,,,,,,
148627,,,,,,
148654,76000931,65899955,92287677,79718402,71443262,95211289
148672,6400528,32157018,22643337,12916055,34861526,23189264
148724,,,,,,
148821,10426379,20888558,23081615,14135638,24029302,24234618
148849,,,,,,
148876,,,,,,
148885,,,,,,
148937,11492682,12232841,20739000,11030946,14678509,20070811
148955,,,,,,
148982,,,,,,
148991,20313693,3193706,16804569,20253108,2932432,17053256
149019,,,,,,
149028,,,,,,
149204,,,,,,
149222,310744163,374456143,734694576,301089726,425667274,768845693
149231,204484254,171052970,313584782,197803453,202281947,329587115
149240,1124558,342210,6451160,1001754,444204,6193025
149310,,,,,,
149329,,,,,,
149365,41396638,16744898,55978562,43156349,18202601,59953238
149499,,,,,,
149505,,,,,,
149514,,,,,,
149532,21579484,60329622,74215259,22319396,67319574,79380970
149550,,,,,,
149587,342783067,211069663,259484992,370823886,207476397,270651996
149639,,,,,,
149727,130663357,82517239,85089466,125600195,94937607,92790149
149763,,,,,,
149772,97760037,140792829,275771638,131233928,164925574,288202517
149781,,,,,,
149842,259363128,197691468,157867638,259441374,210653522,161148140
150048,,,,,,
150066,,,,,,
150075,,,,,,
150136,236324602,628765557,437646000,249825443,661068665,451076058
150145,,,,,,
150163,,,,,,
150172,,,,,,
150215,,,,,,
150251,,,,,,
150288,,,,,,
150303,,,,,,
150400,,,,,,
150428,,,,,,
150437,,,,,,
150455,,,,,,
150534,,,,,,
150604,,,,,,
150640,,,,,,
150668,,,,,,
150677,,,,,,
150695,,,,,,
150710,,,,,,
150756,,,,,,
150765,,,,,,
150774,,,,,,
150853,,,,,,
150941,,,,,,
150978,33481978,26070255,40826977,31479022,26070255,43616496
150987,62972357,20423037,90605046,61696517,20423037,98059890
150996,2070008,16404565,25084668,2090951,16404566,28638560
151005,23519065,15318411,46702894,22027123,15318412,53354959
151014,9388922,1195982,28638846,8751790,1195983,30680700
151023,10607707,35577230,37926695,9361785,35577229,42888691
151032,35205417,20480362,52121001,31120245,20480361,56256866
151041,22652730,1815815,23228817,20709376,1865643,27127504
151050,35719618,26896932,35454530,33078941,26951712,38710116
151069,27259459,16093348,39339192,23740050,16121908,41905281
151078,25265016,25534822,20831163,23533671,25565677,21428691
151087,41301381,28081274,51253596,39000959,28081275,58566997
151096,20005345,9788612,16893050,18924685,9812894,19128073
151102,162252584,125744510,152321073,170412354,137916870,159060754
151111,517538023,920994882,1145095888,529069960,991587927,1182636535
151157,,,,,,
151166,,,,,,
151193,,,,,,
151209,,,,,,
151236,,,,,,
151245,,,,,,
151263,,,,,,
151290,,,,,,
151306,169023634,120298191,143946798,162643152,125797267,148012386
151324,142399341,319762993,216867082,144063203,349429155,229098312
151333,18990371,26285179,29435066,17965112,26801227,29923164
151342,70942126,84385264,80515253,69058268,90782221,81809492
151351,895298982,1534887071,1371960450,884663552,1727099069,1438452027
151360,30362805,45047622,56927162,29769233,48565526,57176586
151379,57977844,47687644,68920579,55852692,53385412,70618224
151388,12230222,17579385,31983630,11196313,20779311,33804023
151458,,,,,,
151467,,,,,,
151485,,,,,,
151494,,,,,,
151500,,,,,,
151519,,,,,,
151537,,,1003442,,,1010445
151564,,,,,,
151607,,,,,,
151616,,,,,,
151625,,,,,,
151652,,,,,,
151661,,,,,,
151777,,,,,,
151786,,,,,,
151801,,,,,,
151810,,,,,,
151829,,,,,,
151865,,,,,,
151874,,,,,,
151944,,,,,,
151962,,,,,,
152044,,,,,,
152080,,,,,,
152099,,,,,,
152150,,,,,,
152220,,,,,,
152248,76773439,102493720,118160136,77387247,107130494,112083056
152266,2741646,25619273,38515635,3834874,27979578,41323079
152275,,,,,,
152309,,,,,,
152318,,,,,,
152327,,,,,,
152336,,,,,,
152363,,,,,,
152381,,,,,,
152390,,,,,,
152415,,,,,,
152424,,,,,,
152451,,,,,,
152497,,,,,,
152530,,,,,,
152567,,,,,,
152600,,,,,,
152628,,,,,,
152637,85734229,219946711,139896761,80428130,246509802,149699368
152673,,,,,,
152798,,,,,,
152822,,,,,,
152992,,,,,,
153001,,,,,,
153074,,,,,,
153083,,,,,,
153092,,,,,,
153108,,,,,,
153126,,,,,,
153144,,,,,,
153162,,,,,,
153171,,,,,,
153214,157404786,98588207,133542320,162910095,101637213,135602751
153241,,,,,,
153250,,,,,,
153269,,,,,,
153278,,,,,,
153296,20621833,10294378,18210662,20008114,12670097,19045900
153302,,,,,,
153311,94325701,69608483,80067846,87341739,80208186,83760366
153320,,,,,,
153339,,,,,,
153366,,,,,,
153375,,,,,,
153384,,,,,,
153409,,,,,,
153418,,,,,,
153427,,,,,,
153445,46459202,70097851,52998982,45380179,75150703,50744209
153463,,,,,,
153472,26142940,56214009,58003943,23228128,60786876,59850840
153524,54435362,31207150,56143462,52785425,32865054,62019920
153533,19949219,29586937,36723058,19263786,32190421,38710291
153542,,,,,,
153588,,,,,,
153597,,,,,,
153603,705785411,995687908,993443302,734233617,1100316920,1050706958
153621,,,,,,
153630,95950770,45446168,51022982,107192581,50269177,57313171
153658,1526134000,2611708000,2369978000,1632896000,2865497000,2509073000
153737,140210907,103165020,134032744,152454942,105242171,133924247
153746,,,,,,
153764,,,,,,
153773,,,,,,
153782,,,,,,
153825,,,,,,
153834,,,,,,
153861,,,,,,
153922,35112852,17528264,31007342,34808636,22042497,33134649
153977,,,,,,
154004,,,,,,
154013,,,,,,
154022,,,,,,
154059,19546259,32805143,36124126,19062274,35629744,38101504
154095,184651958,324535024,284296754,192455655,331550610,269677545
154101,,,,,,
154110,89724452,21806469,65055999,89945320,28681050,69277876
154129,16783157,23365524,17282872,14771951,25151419,17354999
154156,,,,,,
154165,,,,,,
154174,,,,,,
154208,,,,,,
154235,,,,,,
154262,,,,,,
154332,,,,,,
154341,,,,,,
154350,,,,,,
154378,24544462,24159643,43964312,21348954,25809580,46463219
154396,19200858,16241094,21854773,21058467,17043512,24769803
154448,,,,,,
154457,,,,,,
154466,,,,,,
154493,,,,,,
154518,,,,,,
154527,,,,,,
154536,,,,,,
154545,,,,,,
154572,33257477,38020550,48431667,42599563,40628739,52941897
154590,,,,,,
154642,5176348,16055418,17568643,4533063,16724410,17290529
154651,,,,,,
154688,,,,,,
154697,10786157,23057578,34535111,10350898,25623972,35421406
154712,,,,,,
154721,,,,,,
154749,,,,,,
154767,,,,,,
154776,,,,,,
154794,,,,,,
154800,19221036,40752403,61714885,18944718,43059856,70445811
154819,,,,,,
154837,,,,,,
154855,,,,,,
154907,8222610,13661873,20398716,8180418,14748251,21230660
154925,10977493,5001905,22173416,9819251,8549979,26181391
154934,6682735,5000875,13545914,6408079,4066713,13702269
154943,,,,,,
154952,14581128,27067014,24537558,16762364,32661868,32550923
154970,,,,,,
154998,6640339,12551637,20269203,11455525,13362565,22107229
